name,singer,lyric
Mùa Hè Yêu Thương,Đông Nhi,Ngày tháng trôi qua mau. cho lòng thêm nuối tiếc. Một thời mộng mơ đã qua. Còn đâu nữa bóng dáng dịu dàng. Tà áo trắng thướt tha sân trường. Sẽ không còn những khi bâng khuâng. Nghe hè về trống vắng. Phượng buồn ngập tràn lối đi. Giọt nước mắt rớt khẽ bờ mi. Làn môi thắm chứa chan nỗi niềm. Luyến lưu ngày cách xa. Từng chiều qua đây. Ngập ngừng vu vơ. Chìm vào trong nỗi nhớ. Nhớ rồi quên bao năm tháng dịu êm. Giờ chỉ là dĩ vãng. Mùa hè ơi sao đến vội vàng. Chia tay nhé bạn thân. Và từ biệt mái trường. Ngày tháng trôi qua mau. Cho lòng thêm nuối tiếc. Một thời mộng mơ đã qua. Còn đâu nữa bóng dáng dịu dàng. Tà áo trắng thướt tha sân trường. Sẽ không còn những khi bâng khuâng. Nghe hè về trống vắng. Phượng buồn ngập tràn lối đi. Giọt nước mắt rớt khẽ bờ mi. Làn môi thắm chứa chan nỗi niềm. Luyến lưu ngày cách xa. Từng chiều qua đây. Ngập ngừng vu vơ. Chìm vào trong nỗi nhớ. Nhớ rồi quên bao năm tháng dịu êm. Giờ chỉ là dĩ vãng. Mùa hè ơi sao đến vội vàng. Chia tay nhé bạn thân. Và từ biệt mái trường. Từng chiều qua đây. Ngập ngừng vu vơ. Chìm vào trong nỗi nhớ. Nhớ rồi quên bao năm tháng dịu êm. Giờ chỉ là dĩ vãng. Mùa hè ơi sao đến vội vàng. Chia tay nhé bạn thân. Và từ biệt mái trường. Mùa hè ơi sao đến vội vàng. Chia tay nhé bạn thân. Và từ biệt mái trường
Mùa Hè Xanh,CLB Giai Điệu Xanh,Từng đàn chim tung bay. Trên những nhịp cầu tre. Mùa hè xanh xôn xao. Nâng bước chân ta về. Từ làng quê tiếng ve. Như gọi mời say mê. Ngoài bờ đê có. Con trâu già nằm ngủ mê. Mùa hè xanh long lanh. Trong mắt đàn trẻ thơ. Trường làng vui cho em. Trang sách mới i tờ. Từ đồng sâu có hay không. Những giọt mồ hôi rơi. Để màu xanh vút lên. Từ ruộng đồng ngát hương. Mùa hè xanh. Mùa hè xanh. Bao yêu thương. Ơi mùa hè xanh vấn vương. Đi muôn phương. Lưu luyến tình quê hương. Trong tim ta. Ơi mùa hè xanh thiết tha. Vang câu ca. Trên những chặng đường xa. Bao yêu thương. Ơi mùa hè xanh vấn vương. Đi muôn phương. Lưu luyến tình quê hương. Trong tim ta. Ơi mùa hè xanh thiết tha. Vang câu ca. Trên những chặng đường xa. Từng đàn chim tung bay. Trên những nhịp cầu tre. Mùa hè xanh xôn xao. Nâng bước chân ta về. Từ làng quê tiếng ve. Như gọi mời say mê. Ngoài bờ đê có. Con trâu già nằm ngủ mê. Mùa hè xanh long lanh. Trong mắt đàn trẻ thơ. Trường làng vui cho em. Trang sách mới i tờ. Từ đồng sâu có hay không. Những giọt mồ hôi rơi. Để màu xanh vút lên. Từ ruộng đồng ngát hương. Mùa hè xanh. Mùa hè xanh. Bao yêu thương. Ơi mùa hè xanh vấn vương. Đi muôn phương. Lưu luyến tình quê hương. Trong tim ta. Ơi mùa hè xanh thiết tha. Vang câu ca. Trên những chặng đường xa. Bao yêu thương. Ơi mùa hè xanh vấn vương. Đi muôn phương. Lưu luyến tình quê hương. Trong tim ta. Ơi mùa hè xanh thiết tha. Vang câu ca. Trên những chặng đường xa. Bao yêu thương. Ơi mùa hè xanh vấn vương. Đi muôn phương. Lưu luyến tình quê hương. Trong tim ta. Ơi mùa hè xanh thiết tha. Vang câu ca. Trên những chặng đường xa
Cơn Gió Mùa Hè,Hoàng Yến Chibi,Dưới những khung trời gió. Diều ai có bay cao. Thì mang những yêu thương này. Gửi đến anh dùm tôi. Dưới gốc cây tùng ấy. Mình tôi vẫn loay hoay. Tìm cách khắc sâu thêm mỗi ngày. Hai trái tim vụng về. Gió cứ hay đi về. Mà anh lại không trở về. Chỉ nghe mùi hương tóc anh thường đến. Làm tôi ngỡ có anh kề bên. Thức giấc tôi bất ngờ. Nhìn quanh rồi tôi thẫn thờ. Buồn ơi vì sao cứ hoài tìm đến. Làm cho tôi nhớ anh thêm nhiều. Dưới những khung trời gió. Diều ai có bay cao. Thì mang những yêu thương này. Gửi đến anh dùm tôi. Dưới gốc cây tùng ấy. Mình tôi vẫn loay hoay. Tìm cách khắc sâu thêm mỗi ngày. Hai trái tim vụng về. Gió cứ hay đi về. Mà anh lại không trở về. Chỉ nghe mùi hương tóc anh thường đến. Làm tôi ngỡ có anh kề bên. Thức giấc tôi bất ngờ. Nhìn quanh rồi tôi thẫn thờ. Buồn ơi vì sao cứ hoài tìm đến. Làm cho tôi nhớ anh thêm nhiều. Nếu có khi anh thấy buồn. Gió vỗ về giùm tôi nhé. Nhắn với anh giùm tôi rằng. Mỗi ngày tôi đều yêu anh. Gió cứ hay đi về. Mà anh lại không trở về. Chỉ nghe mùi hương tóc anh thường đến. Làm tôi ngỡ có anh kề bên. Thức giấc tôi bất ngờ. Nhìn quanh rồi tôi thẫn thờ. Buồn ơi vì sao cứ hoài tìm đến. Làm cho tôi nhớ anh thêm nhiều. Làm cho tôi nhớ anh. Thêm nhiều
Chơi Cả Mùa Hè,Bảo Hân,"Hè lại về lòng em sao vui ghê. Không ôn thi và chẳng phải học bài. Không ai la và không ai kêu ca. Được thức khuya, được ngủ thêm. Hè lại về lòng em sao vui ghê. Xem phim xong. Thì em chơi trong phòng. Ăn cơm xong thì em đi đá bóng. Đi ăn kem thật vui ôi vui quá. Thích nhất là được nghỉ ở quê nhà. Có ông bà và chú bác cô dì. Cứ tha hồ được hái trái leo cây. Chơi ô quan cùng với lũ trẻ. Cứ chiều chiều lại đón gió thả diều. Chán tắm sông thì bắt ếch trên đồng. Chán năm mười thì kể những chuyện cười. Em mong sao hè mãi. Tuyệt vời thật vui. Hè lại về lòng em sao vui ghê. Không ôn thi và chẳng phải học bài. Không ai la và không ai kêu ca. Được thức khuya, được ngủ thêm. Hè lại về lòng em sao vui ghê. Xem phim xong. Thì em chơi trong phòng. Ăn cơm xong thì em đi đá bóng. Đi ăn kem thật vui ôi vui quá. Thích nhất là được nghỉ ở quê nhà. Có ông bà và chú bác cô dì. Cứ tha hồ được hái trái leo cây. Chơi ô quan cùng với lũ trẻ. Cứ chiều chiều lại đón gió thả diều. Chán tắm sông thì bắt ếch trên đồng. Chán năm mười thì kể những chuyện cười. Em mong sao mùa hè thật vui. Thích nhất là được nghỉ ở quê nhà. Có ông bà và chú bác cô dì. Cứ tha hồ được hái trái leo cây. Chơi ô quan cùng với lũ trẻ. Cứ chiều chiều lại đón gió thả diều. Chán tắm sông thì bắt ếch trên đồng. Chán năm mười thì kể những chuyện cười. Em mong sao hè mãi. Tuyệt vời thật vui"
Mùa Hè Vui,Xuân Nghi,Bài Hát: Mùa Hè Vui. Ca Sĩ: Xuân Nghi. Kìa ngoài đồng. đàn bò đùa vui tung tăng. Mặt trời hồng. bình minh đem nắng mới lên. Ôi vui sao vui sao. mùa hè ta đợi chờ đã đến. Hãy cất tiếng hát vang. mùa hè vui đợi chờ ta đó. Oh~oh~oh~oh. Đường gập ghềnh. đường dài bàn chân tiến bước. Mặt trời hồng. hoà trong nắng sớm tiếng ve. Hoa lung linh cho cây. ngàn phượng hồng đỏ khoe sắc thắm. Gió khẽ hát khúc ca. mùa hè ước mơ đã đến rồi. Ve ve hè về vang khúc hát. hãy nắm tay đón chào. Vui vui hè về hương thơm ngát. đất quê trời của ta. Xanh xanh bầu trời xanh mây trắng. muôn hoa khoe sắc màu. Xôn xao mặt đường quê yêu dấu. cất bước lên bạn ơi. Kìa ngoài đồng. đàn bò đùa vui tung tăng. Mặt trời hồng. bình minh đem nắng mới lên. Ôi vui sao vui sao. mùa hè ta đợi chờ đã đến. Hãy cất tiếng hát vang. mùa hè vui đợi chờ ta đó. Oh~oh~oh~oh. Đường gập ghềnh. đường dài bàn chân tiến bước. Mặt trời hồng. hoà trong nắng sớm tiếng ve. Hoa lung linh cho cây. ngàn phượng hồng đỏ khoe sắc thắm. Gió khẽ hát khúc ca. mùa hè ước mơ đã đến rồi. Ve ve hè về vang khúc hát. hãy nắm tay đón chào. Vui vui hè về hương thơm ngát. đất quê trời của ta. Xanh xanh bầu trời xanh mây trắng. muôn hoa khoe sắc màu. Xôn xao mặt đường quê yêu dấu. cất bước lên bạn ơi. Ve ve hè về vang khúc hát. hãy nắm tay đón chào. Vui vui hè về hương thơm ngát. đất quê trời của ta. Xanh xanh bầu trời xanh mây trắng. muôn hoa khoe sắc màu. Xôn xao mặt đường quê yêu dấu. cất bước lên bạn ơi. Ve ve hè về vang khúc hát. hãy nắm tay đón chào. Vui vui hè về hương thơm ngát. đất quê trời của ta. Xanh xanh bầu trời xanh mây trắng. muôn hoa khoe sắc màu. Xôn xao mặt đường quê yêu dấu. cất bước lên bạn ơi
Tuyết Rơi Mùa Hè,Quang Dũng,"Nếu anh gặp em từ đầu. Có lẽ đã không ai qua bể dâu. Nếu anh được sống từ đầu. Vẫn muốn bên em như thời thơ ấu. Nếu mai rời xa nhìn lại. Trong giấc mơ anh. Em sẽ hiện ra. Như tuyết mùa hè rạng ngời. Trong màu áo trắng phau. Nếu em rồi ở lại, anh sẽ biết yêu. Em hơn ngày xưa. Nếu những màu sắc nhạt dần. Anh sẽ vẽ em với màu nỗi nhớ. Và nếu thời gian trở lại. Thì những nhánh sông. Hay bao con đường. Cũng sẽ dẫn về. Một ngày anh chờ em. Vì ngày em đến. Là ngày tuyết rơi mùa hè. Bầu trời lấp lánh. Những cánh hoa như sao tỏa bay. Và dù anh có trẻ lại. Vẫn nguyên lời thề. Vì màu nơ trắng em cài. Là hoa tuyết không tàn. Nếu em rồi ở lại, anh sẽ biết yêu. Em hơn ngày xưa. Nếu những màu sắc nhạt dần. Anh sẽ vẽ em với màu nỗi nhớ. Và nếu thời gian trở lại. Thì những nhánh sông. Hay bao con đường. Cũng sẽ dẫn về. Một ngày anh chờ em. Vì ngày em đến. Là ngày tuyết rơi mùa hè. Bầu trời lấp lánh. Những cánh hoa như sao tỏa bay. Và dù anh có trẻ lại. Vẫn nguyên lời thề. Vì màu nơ trắng em cài. Là hoa tuyết không tàn. Vì ngày em đến. Là ngày tuyết rơi mùa hè. Bầu trời lấp lánh. Những cánh hoa như sao tỏa bay. Và dù anh có trẻ lại. Vẫn nguyên lời thề. Vì màu nơ trắng em cài. Là hoa tuyết không tàn"
Mưa Mùa Hè,Tống Gia Vỹ,Bài Hát: Mưa Mùa Hè. Ca Sĩ: Tống Gia Vỹ. Ngày mai anh đi. Sẽ không còn ai. Dỗi hờn. Sẽ không còn ai. Lau nước mắt. Cho em. Và sẽ không có ai. Vui đùa khi ta. Dạo phố. Cùng ngắm ánh sao trời. Mỗi đêm. Ngày mai anh đi. Lẻ loi mình em ở lại. Phút giây từ biệt. Giọt nước mắt. Tuôn rơi. Đừng khóc nữa hỡi em. Dẫu muôn trùng ta xa cách. Nhưng ta mãi nhớ nhau. Người ơi. Đêm chia ly. Sao mùa hè. Mưa cứ rơi. Nhìn nhau phút cuối. Nỗi nhớ thương đầy vơi. Ngày mai. Mỗi đứa một nơi. Tình chia phôi. Hai lối đời. Biết đến bao giờ. Gặp nhau nữa. Đêm chia ly. Sao mùa hè. Mưa cứ rơi. Nụ hôn bối rối. Phút giây xa. Mù khơi. Giọt lệ vương trên bờ môi. Tình xa xôi nơi cuối trời. Người đi kẻ ở. Vấn vương sầu. Biệt ly. Ngày mai anh đi. Sẽ không còn ai. Dỗi hờn. Sẽ không còn ai. Lau nước mắt. Cho em. Và sẽ không có ai. Vui đùa khi ta. Dạo phố. Cùng ngắm ánh sao trời. Mỗi đêm. Ngày mai anh đi. Lẻ loi mình em ở lại. Phút giây từ biệt. Giọt nước mắt. Tuôn rơi. Đừng khóc nữa hỡi em. Dẫu muôn trùng ta xa cách. Nhưng ta mãi nhớ nhau. Người ơi. Đêm chia ly. Sao mùa hè. Mưa cứ rơi. Nhìn nhau phút cuối. Nỗi nhớ thương đầy vơi. Ngày mai. Mỗi đứa một nơi. Tình chia phôi. Hai lối đời. Biết đến bao giờ. Gặp nhau nữa. Đêm chia ly. Sao mùa hè. Mưa cứ rơi. Nụ hôn bối rối. Phút giây xa. Mù khơi. Giọt lệ vương trên bờ môi. Tình xa xôi nơi cuối trời. Người đi kẻ ở. Vấn vương sầu. Biệt ly. Đêm chia ly. Sao mùa hè. Mưa cứ rơi. Nhìn nhau phút cuối. Nỗi nhớ thương đầy vơi. Ngày mai. Mỗi đứa một nơi. Tình chia phôi. Hai lối đời. Biết đến bao giờ. Gặp nhau nữa. Đêm chia ly. Sao mùa hè. Mưa cứ rơi. Nụ hôn bối rối. Phút giây xa. Mù khơi. Giọt lệ vương trên bờ môi. Tình xa xôi nơi cuối trời. Người đi kẻ ở. Vấn vương sầu. Biệt ly. Giọt lệ vương trên bờ môi. Tình xa xôi nơi cuối trời. Người đi kẻ ở. Vấn vương sầu biệt ly
Vĩnh Biệt Mùa Hè,Ngọc Anh,Mùa hè bâng quơ. Bâng quơ nỗi nhớ. Những chiếc lá non. Vương trên cành cây khô.. Mùa hè bâng khuâng hoài. Để tim xốn xang hoài. Và lòng ta vẫn như. Đang chờ bóng ai. Cuộc tình bâng quơ. Đến trong ngày bơ vơ. Gieo bao đớn đau. Cho tâm hồn ngây thơ. Mùa hè đi qua rồi. Tình yêu cũng qua rồi. Chỉ còn nước mắt. Vương trên bờ môi. Vĩnh biệt mùa hè. Mùa hè còn ấm môi hôn. Ai khi đêm về. Vĩnh biệt mùa hè. Mùa hè cho con tim ta. Biết bao say mê. Vĩnh biệt tình đầu. Tình đầu là cơn giông. Chợt qua mau qua mau. Vĩnh biệt tình đầu. Tình làm con tim ta đớn đau. Mùa hè bâng quơ. Bâng quơ nỗi nhớ. Những chiếc lá non. Vương trên cành cây khô.. Mùa hè bâng khuâng hoài. Để tim xốn xang hoài. Và lòng ta vẫn như. Đang chờ bóng ai. Cuộc tình bâng quơ. Đến trong ngày bơ vơ. Gieo bao đớn đau. Cho tâm hồn ngây thơ. Mùa hè đi qua rồi. Tình yêu cũng qua rồi. Chỉ còn nước mắt. Vương trên bờ môi. Vĩnh biệt mùa hè. Mùa hè còn ấm môi hôn. Ai khi đêm về. Vĩnh biệt mùa hè. Mùa hè cho con tim ta. Biết bao say mê. Vĩnh biệt tình đầu. Tình đầu là cơn giông. Chợt qua mau qua mau. Vĩnh biệt tình đầu. Tình làm con tim ta đớn đau. Vĩnh biệt mùa hè. Mùa hè còn ấm môi hôn. Ai khi đêm về. Vĩnh biệt mùa hè. Mùa hè cho con tim ta. Biết bao say mê. Vĩnh biệt tình đầu. Tình đầu là cơn giông. Chợt qua mau qua mau. Vĩnh biệt tình đầu. Tình làm con tim ta đớn đau
Mùa Hè Đừng Sầu Muộn,Nguyễn Ngọc Anh,"Mùa hè có giữ chân tôi ở đây. Rót cho tôi ly nước đầy. Mùa hè có chiếm tim tôi. Hè có thấy bao rêu xanh. Phủ quanh bên lối mong chờ?. Ngây ngô tuổi nào?. Yêu anh tuổi nào?. Đừng mặc cho tôi. Chiếc áo nhà tu, tôi hư, tôi rất hư. Rất hư, rất hư. Ù ú u u ù. Mùa hè mang nắng. Reo vui đường trưa. Cho tôi bóng râm đứng chờ. Mùa hè có chiếm tim tôi. Thì nhớ nhé, hãy cho tôt đùa vui. Cho tôi hư, một chút thôi. Chớ có sầu muộn. Chớ có ngại ngùng. Giờ là mùa hè, thời gian rong chơi. Nghe trái tim ta phập phồng. Ù ú u u ù. Lại đây, hãy lại đây, đừng giấu. Con tim anh đang muốn gần. Gọi tôi, gánh giúp tình ngàn cân. (Hãy) Nói về tình yêu, khi mùa hè. (Hãy nói về) Nụ hôn, khi mùa hè. Cùng tôi hát những lời kinh thơ trẻ. Mùa phượng bay. Vừa soi bóng ly nước đầy. Ngày hôm nay, sẽ không trở lại. Thời gian đi, cho lũ rêu úa xanh. Những lời mong chờ. Mùa hè ơi, tôi rất hư. Anh rất hư, nếu ta cứ chần chừ. Mùa hè mang nắng. Reo vui đường trưa. Cho tôi bóng râm đứng chờ. Mùa hè có chiếm tim tôi. Thì nhớ nhé, hãy cho tôt đùa vui. Cho tôi hư, một chút thôi. Chớ có sầu muộn. Chớ có ngại ngùng. Giờ là mùa hè, thời gian rong chơi. Nghe trái tim ta phập phồng. Ù ú u u ù. Lại đây, hãy lại đây, đừng giấu. Con tim anh đang muốn gần. Gọi tôi, gánh giúp tình ngàn cân. (Hãy) Nói về tình yêu, khi mùa hè. (Hãy nói về) Nụ hôn, khi mùa hè. Cùng tôi hát những lời kinh thơ trẻ. Mùa phượng bay. Vừa soi bóng ly nước đầy. Ngày hôm nay, sẽ không trở lại. Thời gian đi, cho lũ rêu úa xanh. Những lời mong chờ. Mùa hè ơi, tôi rất hư, anh rất hư. Nếu ta cứ chần chừ. Lại đây, hãy lại đây, đừng giấu. Con tim anh đang muốn gần. Để tôi, gánh giúp tình ngàn cân. (Hãy) Nói về tình yêu, khi mùa hè. (Hãy nói về) Nụ hôn, khi mùa hè. Cùng tôi hát những lời kinh thơ trẻ. Mùa phượng bay. Vừa soi bóng ly nước đầy. Ngày hôm nay, sẽ không trở lại. Thời gian đi, cho lũ rêu úa xanh. Những lời mong chờ. Mùa hè ơi, tôi rất hư. Anh rất hư, nếu ta cứ chần chừ. Mùa phượng bay vừa soi. Bóng ly nước đầy. Ngày hôm nay, sẽ không trở lại. Thời gian đi, cho lũ rêu úa. Xanh những lời mong chờ. Mùa hè ơi, tôi rất hư. Anh rất hư, nếu ta cứ chần chừ"
Mùa Hè Khốn Nạn,Various Artists,Kẹt xe quá!. Lấn nhau. Chen chúc không được đi!!. Dù Ninja Lead. Thì cũng không cách gì!. Mọi người mặt đầy mồ hôi. Chân tay lôi thôi.... Sao nhiều năm qua tắc. Luân phiên liên hồi!. Bực mình quá!. Những đêm hè nóng đã cực điên. Mà sao nó cứ liên tục cắt điện??. Chỉ vì Điện mà tôi. Cũng đang Điên Nặng đây!. Sao bọn ông lại cắt?. Ai cho các ông quyền?. Đời sinh viên gian khó. Gặp mùa hè thì càng kinh!. Mùi cơ thể theo gió xong cứ. Bay lởn vởn rồi sà vào mũi mình!. Thời tiết không ủng hộ. Chỉ cơn buồn ngủ là đồng minh. Tôi chẳng thèm biện hộ. Nhưng thầy giảng. Không khác gì tụng kinh!. Trời nắng như đổ lửa!. Và đời thì không màu hồng!. Tôi dù đang có chửa. Nhưng vẫn cứ phải. Xin lỗi mẹ chồng!. Xin lỗi vì những sai lầm. Mà con không hề gây ra!. Xin lỗi vì để mẹ làm vỡ bát. Trong bữa tối ngày hôm qua!. Cụt cả hứng!. Muốn ra ngồi uống vui vài chai. Tụ tập một tí ta cùng so tài!. Mà nhiệt độ này. Hình như đang hơi sai sai.... Sao mà rượu mặn chát.... Khó uống thế này?. Ngày tận thế.... Chắc cũng chỉ đến thế này thôi!. Loài người chắc. Sắp bốc hơi mất rồi!!. Trời sinh tôi sao còn sinh mùa hè?. Ác độc như Bá Kiến!!. Ai cho tôi lương thiện?. Tôi là Mr Sấu. Không thích mùa hè tí nào đâu!. Nhưng mà đường đang tắc. Càng mệt mỏi. Sẽ lại càng thấy lâu!. Thôi vui lên đi đằng nào. Cũng thế rồi!. Do ta âu lo. Nên tâm trạng càng thêm tồi!. Đằng nào. Cũng thế không thể khác. Không nên bi quan. Nên tươi cười và yêu đời!. Ở đây mình kẹt xe. Thì giúp nơi khác thông thoáng. Khối đại đoàn kết dân tộc. Chúng ta giúp nhau. Cùng tươi sáng!. Nếu nhà bị mất điện. Theo tôi bác không cần kiện!. Nên vui cùng. Hàng xóm láng Giềng. Lúc Tối Lửa khi tắt Đèn. Nhớ đến Nhau thật là Mãn nguyện!. Bình thường. Chẳng mấy khi gặp gỡ. Ngoảnh mặt làm ngơ.... Mất điện nhìn nhau chợt mừng rỡ. Ông bạn thủa ấu thơ!. Đằng nào thì cũng thế thôi. Nên là các ông cứ nghe tôi!. Ừ thì trời vẫn nóng. Nhưng lòng mình tội gì. Mà phải không vui!. Đừng than vãn!. Hãy nghĩ cuộc sống tích cực đi!. Nhìn này trong suốt. Trông phê quá đi!. Mẹ chồng thì ngày xưa. Từng là con dâu!. Đang là dâu thì cũng. Sẽ giống như mẹ chồng!. Đừng cay cú!. Các ông thì uống cái này đi!. Đằng nào cũng nóng. Bây giờ than cái gì!. Nào mọi người vào đây. Ta vui mừng đi!. Tôi làm cơ trưởng nhé!. Thôi vui lên nào!!!. Anh em mình là một gia đình. Mùa hè nóng tuy rất bực mình. Rất bực mình người cứ hôi rình. Dẫu hôi rình mình vẫn thân tình. Anh em mình lại lên nóc nhà!. Lên nóc nhà để làm ấm trà. Thêm lát chanh giải nhiệt thôi mà!. Tầm nay ai còn bắt con gà!. Đừng than vãn. Khóc than chẳng mát. Lên được đâu!. Hè thì vẫn nóng. Kêu nhiều thì nhức đầu!. Đại loại là mình vui lên đi anh em. Vui thì dù trời nóng. Cũng chẳng bõ bèn!. Cười lên nhé. Sẽ yêu mùa nắng lên vàng tươi.... Tựa như những lát chanh. Thật mát rượi. Bực mình làm gì đâu. Hỡi các mày ơi!!. Hãy mặc kệ trời nóng. Ta vẫn tươi cười!
